ID,年份,城市,学科,标题,来源状态,文件状态,解析状态,审核状态,发布状态,首选来源,精确检索
JS-ZK-2024-WUXI-PHYSICS,2024,无锡市,物理,2024年江苏省无锡市中考物理试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2024%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E6%97%A0%E9%94%A1%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E7%89%A9%E7%90%86%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2024-WUXI-CHEMISTRY,2024,无锡市,化学,2024年江苏省无锡市中考化学试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2024%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E6%97%A0%E9%94%A1%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E5%8C%96%E5%AD%A6%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2024-XUZHOU-MATH,2024,徐州市,数学,2024年江苏省徐州市中考数学试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2024%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E5%BE%90%E5%B7%9E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E6%95%B0%E5%AD%A6%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2024-XUZHOU-CHINESE,2024,徐州市,语文,2024年江苏省徐州市中考语文试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2024%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E5%BE%90%E5%B7%9E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E8%AF%AD%E6%96%87%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2024-XUZHOU-ENGLISH,2024,徐州市,英语,2024年江苏省徐州市中考英语试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2024%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E5%BE%90%E5%B7%9E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E8%8B%B1%E8%AF%AD%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2024-XUZHOU-PHYSICS,2024,徐州市,物理,2024年江苏省徐州市中考物理试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2024%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E5%BE%90%E5%B7%9E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E7%89%A9%E7%90%86%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2024-XUZHOU-CHEMISTRY,2024,徐州市,化学,2024年江苏省徐州市中考化学试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2024%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E5%BE%90%E5%B7%9E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E5%8C%96%E5%AD%A6%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2024-CHANGZHOU-MATH,2024,常州市,数学,2024年江苏省常州市中考数学试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2024%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E5%B8%B8%E5%B7%9E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E6%95%B0%E5%AD%A6%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2024-CHANGZHOU-CHINESE,2024,常州市,语文,2024年江苏省常州市中考语文试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2024%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E5%B8%B8%E5%B7%9E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E8%AF%AD%E6%96%87%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2024-CHANGZHOU-ENGLISH,2024,常州市,英语,2024年江苏省常州市中考英语试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2024%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E5%B8%B8%E5%B7%9E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E8%8B%B1%E8%AF%AD%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2024-CHANGZHOU-PHYSICS,2024,常州市,物理,2024年江苏省常州市中考物理试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2024%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E5%B8%B8%E5%B7%9E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E7%89%A9%E7%90%86%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2024-CHANGZHOU-CHEMISTRY,2024,常州市,化学,2024年江苏省常州市中考化学试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2024%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E5%B8%B8%E5%B7%9E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E5%8C%96%E5%AD%A6%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2024-SUZHOU-MATH,2024,苏州市,数学,2024年江苏省苏州市中考数学试卷及参考答案,已发现汇总页,未取得原文件,未解析,未审核,未发布,https://www.zizzs.com/gk/jiangsuxingaokao/166522.html,https://www.bing.com/search?q=2024%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E8%8B%8F%E5%B7%9E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E6%95%B0%E5%AD%A6%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2024-SUZHOU-CHINESE,2024,苏州市,语文,2024年江苏省苏州市中考语文试卷及参考答案,已发现汇总页,未取得原文件,未解析,未审核,未发布,https://www.zizzs.com/gk/jiangsuxingaokao/166522.html,https://www.bing.com/search?q=2024%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E8%8B%8F%E5%B7%9E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E8%AF%AD%E6%96%87%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2024-SUZHOU-ENGLISH,2024,苏州市,英语,2024年江苏省苏州市中考英语试卷及参考答案,已发现汇总页,未取得原文件,未解析,未审核,未发布,https://www.zizzs.com/gk/jiangsuxingaokao/166522.html,https://www.bing.com/search?q=2024%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E8%8B%8F%E5%B7%9E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E8%8B%B1%E8%AF%AD%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2024-SUZHOU-PHYSICS,2024,苏州市,物理,2024年江苏省苏州市中考物理试卷及参考答案,已发现汇总页,未取得原文件,未解析,未审核,未发布,https://www.zizzs.com/gk/jiangsuxingaokao/167081.html,https://www.bing.com/search?q=2024%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E8%8B%8F%E5%B7%9E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E7%89%A9%E7%90%86%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2024-SUZHOU-CHEMISTRY,2024,苏州市,化学,2024年江苏省苏州市中考化学试卷及参考答案,已发现汇总页,未取得原文件,未解析,未审核,未发布,https://www.zizzs.com/gk/jiangsuxingaokao/166522.html,https://www.bing.com/search?q=2024%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E8%8B%8F%E5%B7%9E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E5%8C%96%E5%AD%A6%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2024-NANTONG-MATH,2024,南通市,数学,2024年江苏省南通市中考数学试卷及参考答案,已发现汇总页,未取得原文件,未解析,未审核,未发布,https://www.zizzs.com/gk/jiangsuxingaokao/166523.html,https://www.bing.com/search?q=2024%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E5%8D%97%E9%80%9A%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E6%95%B0%E5%AD%A6%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2024-NANTONG-CHINESE,2024,南通市,语文,2024年江苏省南通市中考语文试卷及参考答案,已发现汇总页,未取得原文件,未解析,未审核,未发布,https://www.zizzs.com/gk/jiangsuxingaokao/166523.html,https://www.bing.com/search?q=2024%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E5%8D%97%E9%80%9A%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E8%AF%AD%E6%96%87%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2024-NANTONG-ENGLISH,2024,南通市,英语,2024年江苏省南通市中考英语试卷及参考答案,已发现汇总页,未取得原文件,未解析,未审核,未发布,https://www.zizzs.com/gk/jiangsuxingaokao/166523.html,https://www.bing.com/search?q=2024%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E5%8D%97%E9%80%9A%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E8%8B%B1%E8%AF%AD%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2024-NANTONG-PHYSICS,2024,南通市,物理,2024年江苏省南通市中考物理试卷及参考答案,已发现汇总页,未取得原文件,未解析,未审核,未发布,https://www.zizzs.com/gk/jiangsuxingaokao/166523.html,https://www.bing.com/search?q=2024%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E5%8D%97%E9%80%9A%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E7%89%A9%E7%90%86%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2024-NANTONG-CHEMISTRY,2024,南通市,化学,2024年江苏省南通市中考化学试卷及参考答案,已发现汇总页,未取得原文件,未解析,未审核,未发布,https://www.zizzs.com/gk/jiangsuxingaokao/166523.html,https://www.bing.com/search?q=2024%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E5%8D%97%E9%80%9A%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E5%8C%96%E5%AD%A6%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2024-LIANYUNGANG-MATH,2024,连云港市,数学,2024年江苏省连云港市中考数学试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2024%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E8%BF%9E%E4%BA%91%E6%B8%AF%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E6%95%B0%E5%AD%A6%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2024-LIANYUNGANG-CHINESE,2024,连云港市,语文,2024年江苏省连云港市中考语文试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2024%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E8%BF%9E%E4%BA%91%E6%B8%AF%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E8%AF%AD%E6%96%87%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2024-LIANYUNGANG-ENGLISH,2024,连云港市,英语,2024年江苏省连云港市中考英语试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2024%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E8%BF%9E%E4%BA%91%E6%B8%AF%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E8%8B%B1%E8%AF%AD%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2024-LIANYUNGANG-PHYSICS,2024,连云港市,物理,2024年江苏省连云港市中考物理试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2024%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E8%BF%9E%E4%BA%91%E6%B8%AF%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E7%89%A9%E7%90%86%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2024-LIANYUNGANG-CHEMISTRY,2024,连云港市,化学,2024年江苏省连云港市中考化学试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2024%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E8%BF%9E%E4%BA%91%E6%B8%AF%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E5%8C%96%E5%AD%A6%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2024-HUAIAN-MATH,2024,淮安市,数学,2024年江苏省淮安市中考数学试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2024%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E6%B7%AE%E5%AE%89%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E6%95%B0%E5%AD%A6%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2024-HUAIAN-CHINESE,2024,淮安市,语文,2024年江苏省淮安市中考语文试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2024%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E6%B7%AE%E5%AE%89%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E8%AF%AD%E6%96%87%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2024-HUAIAN-ENGLISH,2024,淮安市,英语,2024年江苏省淮安市中考英语试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2024%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E6%B7%AE%E5%AE%89%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E8%8B%B1%E8%AF%AD%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2024-HUAIAN-PHYSICS,2024,淮安市,物理,2024年江苏省淮安市中考物理试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2024%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E6%B7%AE%E5%AE%89%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E7%89%A9%E7%90%86%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2024-HUAIAN-CHEMISTRY,2024,淮安市,化学,2024年江苏省淮安市中考化学试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2024%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E6%B7%AE%E5%AE%89%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E5%8C%96%E5%AD%A6%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2024-YANCHENG-MATH,2024,盐城市,数学,2024年江苏省盐城市中考数学试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2024%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E7%9B%90%E5%9F%8E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E6%95%B0%E5%AD%A6%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2024-YANCHENG-CHINESE,2024,盐城市,语文,2024年江苏省盐城市中考语文试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2024%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E7%9B%90%E5%9F%8E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E8%AF%AD%E6%96%87%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2024-YANCHENG-ENGLISH,2024,盐城市,英语,2024年江苏省盐城市中考英语试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2024%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E7%9B%90%E5%9F%8E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E8%8B%B1%E8%AF%AD%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2024-YANCHENG-PHYSICS,2024,盐城市,物理,2024年江苏省盐城市中考物理试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2024%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E7%9B%90%E5%9F%8E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E7%89%A9%E7%90%86%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2024-YANCHENG-CHEMISTRY,2024,盐城市,化学,2024年江苏省盐城市中考化学试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2024%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E7%9B%90%E5%9F%8E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E5%8C%96%E5%AD%A6%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2024-YANGZHOU-MATH,2024,扬州市,数学,2024年江苏省扬州市中考数学试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2024%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E6%89%AC%E5%B7%9E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E6%95%B0%E5%AD%A6%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2024-YANGZHOU-CHINESE,2024,扬州市,语文,2024年江苏省扬州市中考语文试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2024%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E6%89%AC%E5%B7%9E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E8%AF%AD%E6%96%87%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2024-YANGZHOU-ENGLISH,2024,扬州市,英语,2024年江苏省扬州市中考英语试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2024%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E6%89%AC%E5%B7%9E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E8%8B%B1%E8%AF%AD%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2024-YANGZHOU-PHYSICS,2024,扬州市,物理,2024年江苏省扬州市中考物理试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2024%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E6%89%AC%E5%B7%9E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E7%89%A9%E7%90%86%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2024-YANGZHOU-CHEMISTRY,2024,扬州市,化学,2024年江苏省扬州市中考化学试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2024%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E6%89%AC%E5%B7%9E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E5%8C%96%E5%AD%A6%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2024-ZHENJIANG-MATH,2024,镇江市,数学,2024年江苏省镇江市中考数学试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2024%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E9%95%87%E6%B1%9F%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E6%95%B0%E5%AD%A6%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2024-ZHENJIANG-CHINESE,2024,镇江市,语文,2024年江苏省镇江市中考语文试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2024%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E9%95%87%E6%B1%9F%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E8%AF%AD%E6%96%87%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2024-ZHENJIANG-ENGLISH,2024,镇江市,英语,2024年江苏省镇江市中考英语试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2024%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E9%95%87%E6%B1%9F%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E8%8B%B1%E8%AF%AD%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
